,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"zeta_raw[46,35]",-0.258746,0.0161535,0.967912,0.999086,-1.87821,-0.260395,1.34382,3651.73,1667.97,1.00005
"zeta_raw[46,36]",-0.275666,0.0164745,0.991567,1.01178,-1.9473,-0.281829,1.3542,3699.09,1357.23,0.999943
"zeta_raw[46,37]",-0.290258,0.0155967,0.969979,0.983526,-1.87625,-0.251183,1.24159,3935.73,1669.04,0.999934
"zeta_raw[46,38]",-0.265427,0.0166993,0.933447,0.946041,-1.75901,-0.278972,1.28271,3208.69,1571.13,1.00177
"zeta_raw[46,39]",-0.128442,0.0157611,0.890268,0.887412,-1.59311,-0.128005,1.36402,3242.54,1427.42,1.00426
"zeta_raw[46,40]",0.0351032,0.0189401,0.985982,0.922886,-1.59905,0.0229774,1.6659,2812.21,1131.62,1.00087
"zeta_raw[46,41]",0.185781,0.0158366,0.925969,0.978543,-1.34222,0.165093,1.65718,3510.73,1615.06,1.00342
"zeta_raw[46,42]",0.158104,0.0165686,0.953764,0.933609,-1.40907,0.149379,1.67818,3365.94,1217.66,1.00077
"zeta_raw[46,43]",0.205523,0.0161941,0.95463,0.945413,-1.38694,0.211397,1.72528,3483.38,1257.51,1.00184
"zeta_raw[46,44]",0.183102,0.0159354,0.988273,0.958719,-1.50533,0.216157,1.76081,4083.3,1232.99,1.00181
"zeta_raw[46,45]",-0.383557,0.0157631,0.949748,0.972354,-1.93254,-0.390403,1.17866,3649.28,1282.2,1.00036
"zeta_raw[46,46]",-0.178217,0.0161682,0.965392,0.985114,-1.75654,-0.190288,1.45553,3667.1,1552.57,1.002
"zeta_raw[46,47]",-0.175774,0.0157583,0.937564,0.937975,-1.685,-0.186934,1.36085,3623.39,1533.47,1.00507
"zeta_raw[46,48]",-0.210179,0.0148621,0.922088,0.882624,-1.78901,-0.194949,1.28517,3922.73,1243.98,0.99979
"zeta_raw[46,49]",-0.189208,0.0145618,0.967367,0.952848,-1.82697,-0.182737,1.40324,4336.92,1216.71,1.00707
"zeta_raw[46,50]",-0.175369,0.0149991,0.953108,0.95089,-1.69014,-0.178142,1.41869,4190.09,1457.15,0.999855
"zeta_raw[46,51]",-0.0106292,0.0155348,0.94883,0.936973,-1.62352,-0.0135376,1.55136,3751.42,1473.6,1.00258
"zeta_raw[46,52]",-0.0126738,0.0163731,0.956558,0.934837,-1.61105,-0.00390025,1.56541,3542.14,1500.22,1.00348
"zeta_raw[46,53]",-0.0510279,0.0157097,0.943359,0.905887,-1.6007,-0.0603831,1.52148,3614.22,1392.9,0.999163
"zeta_raw[46,54]",-0.0121262,0.0178667,0.955263,0.976179,-1.57489,-0.00880531,1.52033,2918.3,1189.07,1.00199
"zeta_raw[46,55]",-0.0235883,0.0153064,1.01448,1.03861,-1.70613,-0.0392652,1.62824,4462.37,1395.59,1.00107
"zeta_raw[46,56]",-0.0241558,0.0168518,1.00083,0.972056,-1.69112,-0.00337906,1.60526,3526.34,1162.45,1.00005
"zeta_raw[46,57]",0.173198,0.0162588,0.944228,0.926143,-1.43388,0.170594,1.70917,3460.12,1510.81,1.00089
"zeta_raw[46,58]",0.446804,0.0169773,0.929922,0.932495,-1.12927,0.453891,1.97176,3141.43,1418.73,1.00048
"zeta_raw[46,59]",0.433671,0.0159093,0.898755,0.89013,-1.01013,0.417656,1.9007,3236.98,1441.2,1.00075
"zeta_raw[46,60]",0.352994,0.0157969,0.936485,0.934822,-1.17637,0.363538,1.86236,3605.65,1076.05,1.00337
"zeta_raw[46,61]",-0.0442347,0.0141501,0.859825,0.817926,-1.49608,-0.0412686,1.35199,3789.39,1317.24,1.00013
"zeta_raw[46,62]",-0.1067,0.0158164,0.912596,0.87302,-1.67178,-0.0723257,1.40173,3338.84,1337.61,1.00329
"zeta_raw[46,63]",-0.592859,0.0170362,0.915316,0.920587,-2.0784,-0.584318,0.875644,2931.7,1167.42,1.00001
"zeta_raw[46,64]",-0.283456,0.0170851,1.00761,1.01591,-1.97339,-0.282593,1.3315,3537.08,1660.1,0.999366
"zeta_raw[46,65]",-0.302992,0.0167731,0.985892,0.948038,-1.93291,-0.343295,1.37786,3492.5,1495.47,1.00509
"zeta_raw[46,66]",-0.286261,0.0169289,0.974822,0.959594,-1.85535,-0.299561,1.31709,3431.09,1233.08,0.999701
"zeta_raw[46,67]",-0.327439,0.0181784,0.988872,1.02144,-1.95823,-0.327958,1.25251,2882.28,1382.58,1.00095
"zeta_raw[46,68]",-0.312603,0.0142908,0.950499,0.935476,-1.87117,-0.319632,1.26639,4594.74,1435.83,0.999905
"zeta_raw[46,69]",-0.35839,0.0155555,1.00207,0.99994,-2.01789,-0.357389,1.25975,4253.98,1305.73,1.0018
"zeta_raw[46,70]",-0.302074,0.0175202,0.948728,0.922787,-1.80838,-0.281187,1.29441,2955.55,1530.17,0.999408
"zeta_raw[46,71]",-0.169387,0.0173325,0.975818,0.99658,-1.80963,-0.160636,1.40875,3276.07,1443.59,1.00448
"zeta_raw[46,72]",-0.157491,0.0146619,0.957216,0.949499,-1.76245,-0.159436,1.39693,4314.62,1423.3,1.00167
"zeta_raw[46,73]",-0.183681,0.0148181,0.910739,0.904743,-1.71962,-0.190321,1.33781,3835.98,1324.35,1.00467
"zeta_raw[46,74]",-0.152649,0.0155024,0.901787,0.949279,-1.6587,-0.150342,1.33925,3368.39,1455.19,1.0034
"zeta_raw[46,75]",-0.0558539,0.0152229,0.964461,1.05386,-1.6581,-0.0413192,1.44969,4102.6,1691.22,0.999203
"zeta_raw[46,76]",-0.0642975,0.0156739,0.952142,0.938502,-1.62368,-0.0716798,1.49892,3744.74,1568.6,1.00088
"zeta_raw[46,77]",-0.329987,0.0160831,0.942165,0.917506,-1.8527,-0.336723,1.28403,3477.38,1251.87,1.00099
"zeta_raw[46,78]",-0.206241,0.016474,0.959246,1.0035,-1.75347,-0.183211,1.41182,3495.05,1438.76,1.00191
"zeta_raw[46,79]",-0.209506,0.0151888,0.993752,0.988494,-1.84339,-0.205566,1.41379,4418.04,1255.63,1.00145
"zeta_raw[46,80]",-0.204776,0.0149022,0.975756,1.00356,-1.77207,-0.212624,1.38949,4355.01,1321.96,1.00082
"zeta_raw[46,81]",-0.239075,0.0162716,1.00283,0.993329,-1.89708,-0.231466,1.42273,3829.2,1383.47,0.999281
"zeta_raw[46,82]",-0.231911,0.0160517,0.963787,0.960575,-1.80437,-0.230122,1.39116,3604.95,1148.84,1.00142
"zeta_raw[46,83]",-0.131279,0.0172378,0.993399,0.98977,-1.72711,-0.11595,1.49092,3412.31,1219.25,1.00499
"zeta_raw[46,84]",-0.102244,0.0159808,1.00354,1.00261,-1.7425,-0.117463,1.54819,4000.95,1169.73,0.999286
"zeta_raw[46,85]",-0.127024,0.0154257,0.973963,0.965715,-1.72609,-0.139394,1.49559,3965.77,1344.21,1.00295
"zeta_raw[46,86]",-0.0910456,0.0156244,0.976865,0.98961,-1.72965,-0.0754516,1.50476,3904.84,1296.49,0.9998
"zeta_raw[46,87]",-0.1412,0.0169011,0.954755,0.958641,-1.71357,-0.147826,1.37236,3252.13,1433.57,0.999742
"zeta_raw[46,88]",-0.145205,0.0148465,0.977272,1.01377,-1.75585,-0.152049,1.4444,4470.4,1352.92,1.00151
"zeta_raw[46,89]",-0.0281235,0.0163615,0.949855,0.924775,-1.65275,-0.0156785,1.52123,3421.51,1301.01,1.0001
"zeta_raw[46,90]",0.00909302,0.0148262,0.948821,0.957539,-1.55541,0.00576938,1.56959,4094.62,1347.86,1.00082
"zeta_raw[46,91]",-0.0166698,0.0174117,0.953675,0.961926,-1.58316,-0.010659,1.55305,3017.95,1533.94,1.00013
"zeta_raw[46,92]",0.0125891,0.0159949,1.01145,0.994782,-1.65555,0.00811878,1.6834,4142.46,1221.94,1.00054
"zeta_raw[46,93]",-0.293469,0.0162618,0.985818,0.999046,-1.93093,-0.305602,1.41609,3727.9,1577.75,1.00039
"zeta_raw[46,94]",-0.307707,0.0176072,0.965038,0.938409,-1.89837,-0.298749,1.31319,3106.99,1306.44,1.00134
"zeta_raw[46,95]",-0.175911,0.0158098,0.965746,0.934089,-1.81362,-0.178974,1.42345,3809.29,1334.24,0.99961
"zeta_raw[46,96]",-0.0399304,0.0163389,1.01089,1.02362,-1.69803,-0.0528957,1.66068,3854.52,1580.96,1.00219
"zeta_raw[46,97]",-0.0488521,0.0159863,0.971425,0.919486,-1.65998,-0.041273,1.55631,3895.07,1174.93,1.00573
"zeta_raw[46,98]",-0.0815336,0.0168775,1.00707,1.00091,-1.68038,-0.0777903,1.59764,3615.06,1346.03,0.999291
"zeta_raw[46,99]",-0.066163,0.0143447,0.996942,0.958763,-1.69098,-0.0761412,1.59728,4938.03,1381.98,1.0009
"zeta_raw[46,100]",-0.0729606,0.01756,0.989732,0.946463,-1.70591,-0.0534593,1.52777,3190.67,1187.44,1.00037
"zeta_raw[46,101]",-0.0836765,0.0158486,0.944363,0.932798,-1.64927,-0.0612509,1.46956,3624.22,1668.08,1.00141
"zeta_raw[46,102]",-0.052793,0.0169132,1.01127,1.03779,-1.68881,-0.0769067,1.6013,3565.98,1164.59,1.00535
"zeta_raw[46,103]",-0.0711616,0.0148364,0.973205,1.01327,-1.63916,-0.0589569,1.49006,4403.72,1548.46,1.00031
"zeta_raw[46,104]",-0.0695414,0.0165551,0.980533,0.994854,-1.6811,-0.0873405,1.62159,3587.56,1249.73,1.00038
"zeta_raw[46,105]",-0.0808577,0.017005,0.967551,0.95429,-1.69541,-0.0590825,1.52221,3399.02,1350.55,1.00107
"zeta_raw[46,106]",-0.0729348,0.0153551,0.937511,0.931,-1.60574,-0.0837748,1.47648,3806.57,1407.63,1.00213
"zeta_raw[46,107]",-0.106662,0.0148571,0.986512,0.968301,-1.72331,-0.0851981,1.5393,4374.5,1352.87,0.999665
"zeta_raw[46,108]",-0.102077,0.01536,0.973435,0.939586,-1.6928,-0.0992671,1.43318,3971.67,1363.88,1.00061
"zeta_raw[46,109]",-0.0726735,0.0157122,0.951279,0.924219,-1.70846,-0.0460761,1.49643,3656.08,1452.06,1.00213
"zeta_raw[46,110]",0.0476462,0.0146936,0.988171,0.972602,-1.57713,0.065602,1.66997,4698.56,1497.24,1.00334
"zeta_raw[46,111]",0.082067,0.0152403,0.965911,0.94046,-1.54632,0.0702525,1.69701,4163.57,1447.23,0.999339
"zeta_raw[46,112]",0.0764251,0.0173595,1.01901,1.04768,-1.60002,0.0729563,1.73186,3624.83,1415.52,1.00086
"zeta_raw[46,113]",0.0669664,0.0165521,0.980976,0.984381,-1.5213,0.0751688,1.65502,3526.61,1578.29,1.00992
"zeta_raw[46,114]",0.0960803,0.0154946,0.918138,0.92054,-1.44856,0.116992,1.60347,3533.39,1484.01,0.999666
"zeta_raw[46,115]",0.0680322,0.0135016,0.923658,0.938722,-1.43167,0.0888213,1.5825,4764.5,1590.54,0.999265
"zeta_raw[46,116]",0.0862389,0.015289,0.984332,1.02159,-1.49244,0.0758076,1.73999,4178.14,1621.78,0.999669
"zeta_raw[46,117]",0.104246,0.0175778,0.958963,0.988682,-1.48699,0.127989,1.64001,2995.3,1406.36,1.00056
"zeta_raw[46,118]",0.340115,0.0142541,0.883258,0.871566,-1.12079,0.349882,1.76007,3922.98,1419.27,1.00407
"zeta_raw[46,119]",0.675731,0.0170422,0.923703,0.90313,-0.842769,0.666833,2.14235,3088.82,1036.36,0.999872
"zeta_raw[46,120]",0.24097,0.0160002,0.943915,0.923918,-1.30462,0.248496,1.84689,3536.42,1235.96,1.00061
"zeta_raw[46,121]",0.2656,0.0135603,0.876981,0.909226,-1.19803,0.292288,1.69324,4291.99,1489.82,1.00489
"zeta_raw[46,122]",-0.492078,0.015242,0.992584,0.975469,-2.1083,-0.480345,1.05614,3974.33,919.905,1.00027
"zeta_raw[46,123]",-0.541519,0.0163945,0.977174,0.974718,-2.16345,-0.566932,1.04693,3556.31,1425.37,1.00179
"zeta_raw[46,124]",-0.529758,0.0166042,0.935459,0.942176,-2.0569,-0.511786,1.02741,3238.24,1501.69,1.00098
"zeta_raw[46,125]",-0.529514,0.0152723,0.964879,0.966045,-2.15215,-0.525747,1.03085,4095.37,1584.19,1.00201
"zeta_raw[46,126]",-0.585464,0.017021,0.957504,0.929627,-2.17766,-0.606429,0.971507,3212.8,1481.23,0.999471
"zeta_raw[46,127]",-0.377501,0.0165009,0.945418,0.967677,-1.95091,-0.351781,1.14491,3364.03,1349.32,1.00066
"zeta_raw[46,128]",-0.413142,0.0173887,0.937999,0.937633,-1.95818,-0.409815,1.11543,2941.55,1436.19,0.999578
"zeta_raw[46,129]",-0.437296,0.0145371,0.968835,0.920313,-2.10646,-0.39557,1.13676,4480.38,1501.37,1.00046
"zeta_raw[46,130]",-0.444687,0.0147188,0.934867,0.923237,-1.97238,-0.460527,1.10704,4023.74,1812.79,1.00139
"zeta_raw[46,131]",-0.34666,0.0158149,0.963412,0.979924,-1.9693,-0.34637,1.25292,3731.2,1392.63,1.00044
"zeta_raw[46,132]",-0.334767,0.016862,0.960338,0.947851,-1.93374,-0.330209,1.27719,3336.72,1060.41,1.00059
"zeta_raw[46,133]",-0.296306,0.0145955,0.946834,0.923972,-1.82337,-0.325483,1.23884,4218.76,1833.04,1.00057
"zeta_raw[46,134]",-0.145354,0.0164806,0.993897,1.01982,-1.73189,-0.157279,1.50608,3592.45,1177.51,1.00308
"zeta_raw[46,135]",-0.235765,0.0162645,0.96732,0.967674,-1.77096,-0.262564,1.40492,3524.16,1441.11,1.00002
"zeta_raw[46,136]",-0.212849,0.0159673,0.971851,0.973046,-1.78082,-0.209048,1.44361,3768.27,1123.95,1.00098
"zeta_raw[46,137]",-0.215888,0.0145643,0.935061,0.917662,-1.7668,-0.23886,1.30467,4253.93,1393.96,1.00533
"zeta_raw[46,138]",-0.217781,0.0166418,0.952823,0.932102,-1.79971,-0.221182,1.34548,3327.13,1133.79,1.00433
"zeta_raw[46,139]",-0.162253,0.0156384,0.966746,0.99282,-1.75919,-0.166182,1.44605,3904.89,1479.7,0.999827
"zeta_raw[46,140]",-0.135075,0.0161629,0.952463,0.983695,-1.72533,-0.137321,1.3967,3606.14,1253.5,1.00012
"zeta_raw[46,141]",-0.143404,0.0181454,1.00755,0.993982,-1.78942,-0.149627,1.52378,3106.92,1206.14,1.00362
"zeta_raw[46,142]",-0.162939,0.0161261,0.945789,0.953628,-1.72688,-0.158706,1.38881,3511.81,1395.66,1.00126
"zeta_raw[46,143]",-0.137364,0.0189058,1.00807,0.993137,-1.84096,-0.121927,1.55805,2953.5,1550.06,0.99982
"zeta_raw[46,144]",-0.0689862,0.0164224,0.991528,1.00855,-1.73196,-0.0601822,1.53834,3669.32,1632.08,1.0033
"zeta_raw[46,145]",0.0436952,0.0139192,0.994282,0.969484,-1.57253,0.0658041,1.71277,5115.33,1430.62,0.999941
"zeta_raw[46,146]",0.0146425,0.0168745,0.987362,0.993117,-1.62087,0.00513787,1.60921,3458.39,1688.7,0.999788
"zeta_raw[46,147]",0.0458537,0.0175107,1.00852,1.0059,-1.61715,0.0163311,1.69533,3400.25,1447.8,1.00119
"zeta_raw[46,148]",0.043914,0.0164408,1.00979,1.02739,-1.64867,0.0427547,1.67331,3824.17,1442.23,1.00067
"zeta_raw[46,149]",0.0425946,0.018811,0.987509,0.967388,-1.56415,0.0293365,1.66104,2809.9,1182.32,0.999947
"zeta_raw[46,150]",0.0396824,0.0161417,0.967164,1.01059,-1.53973,0.0561584,1.65336,3622.49,1608.55,1.00186
"zeta_raw[46,151]",0.0171511,0.0177915,0.948763,0.904735,-1.55048,0.0201026,1.56482,2879.36,1358.46,1.0002
"zeta_raw[46,152]",0.0235208,0.0165626,0.956628,0.91373,-1.54741,0.0241828,1.58148,3361.45,1727.46,0.999529
"zeta_raw[46,153]",0.0265938,0.0154117,0.976175,0.968418,-1.55991,0.024643,1.6317,4036.39,1356.21,0.9999
"zeta_raw[46,154]",0.0489653,0.0158359,0.976488,0.969283,-1.56706,0.0499851,1.68992,3787.51,1298.41,1.00046
"zeta_raw[46,155]",0.0385318,0.0152754,1.00561,1.00639,-1.61862,0.0327088,1.75435,4288.58,1399.61,1.00042
"zeta_raw[46,156]",0.043704,0.0187491,1.00319,1.00909,-1.54613,0.0237226,1.74144,2845.93,1517.45,1.00137
"zeta_raw[46,157]",0.0308673,0.0153499,0.946854,0.962016,-1.53314,0.0628441,1.61852,3943.7,1443.5,1.00006
"zeta_raw[46,158]",-0.18768,0.0154473,0.973638,0.970112,-1.80724,-0.176323,1.4085,4021.52,1366.32,0.999677
"zeta_raw[46,159]",-0.169474,0.0171629,0.975982,1.00441,-1.70978,-0.190685,1.435,3338.58,1381.87,1.00419
"zeta_raw[46,160]",-0.226622,0.015507,0.981917,0.967819,-1.8266,-0.22371,1.4116,4036.24,1385.97,1.00061
"zeta_raw[46,161]",-0.0167958,0.0166851,0.968171,0.957299,-1.62151,-0.0167267,1.60339,3490.07,1130.74,1.00095
"zeta_raw[46,162]",-0.0221777,0.0152763,0.912285,0.915106,-1.54762,-0.0162485,1.4814,3634.98,1492.65,1.00175
"zeta_raw[46,163]",-0.0383294,0.0145701,0.980318,0.993484,-1.59674,-0.014254,1.54465,4614.2,982.816,1.00193
"zeta_raw[46,164]",0.165807,0.0156122,0.936227,0.911863,-1.42054,0.195043,1.69272,3648.24,1612.4,1.0
"zeta_raw[46,165]",0.14418,0.0150723,0.963262,0.950653,-1.40441,0.153522,1.7369,4150.03,1434.74,1.00419
"zeta_raw[46,166]",0.173389,0.0163645,0.95153,0.962118,-1.4356,0.182032,1.77638,3437.58,1290.11,1.00139
"zeta_raw[46,167]",-0.0459634,0.0150585,0.950896,0.942131,-1.59721,-0.0320626,1.50231,4007.29,1466.05,1.0036
"zeta_raw[46,168]",-0.261434,0.0146954,0.891078,0.885068,-1.75831,-0.278099,1.16812,3779.77,1483.28,0.999877
"zeta_raw[46,169]",-0.0294136,0.0157233,0.928713,0.946628,-1.5586,-0.0417507,1.47566,3493.64,1543.88,0.999523
"zeta_raw[46,170]",0.0249717,0.0189297,0.958473,0.953109,-1.54581,0.00278911,1.58659,2600.99,1485.08,0.999707
"zeta_raw[46,171]",0.00321509,0.0140491,0.885941,0.905868,-1.43215,0.0117878,1.44678,3990.21,1677.65,1.00434
"zeta_raw[46,172]",0.237899,0.0160077,0.942949,0.946332,-1.33632,0.241698,1.75571,3453.54,1265.79,0.999886
"zeta_raw[46,173]",0.0772131,0.016691,0.933039,0.94119,-1.48322,0.068518,1.61235,3410.68,1320.08,1.00243
"zeta_raw[46,174]",-0.0433735,0.0142301,0.895923,0.888711,-1.48414,-0.0635899,1.42002,3971.27,1360.53,1.00227
"zeta_raw[46,175]",-0.206068,0.014283,0.967325,0.954257,-1.77807,-0.198623,1.41272,4686.79,1223.35,1.00161
"zeta_raw[46,176]",0.0482944,0.0137912,0.938055,0.942688,-1.47701,0.0537346,1.55586,4698.56,1460.96,1.00813
"zeta_raw[46,177]",-0.0608183,0.0178739,1.00538,1.01611,-1.72134,-0.0414306,1.57431,3170.71,1030.48,1.0021
"zeta_raw[46,178]",-0.0742452,0.0151308,1.01145,1.05806,-1.682,-0.083087,1.54393,4635.51,1670.06,1.00595
"zeta_raw[46,179]",-0.0701919,0.0164142,0.967707,0.986729,-1.63313,-0.0589181,1.53212,3529.18,1466.47,0.999472
"zeta_raw[46,180]",-0.0775554,0.015833,0.95159,0.953922,-1.63691,-0.0774112,1.48449,3486.99,1229.33,1.00204
"zeta_raw[46,181]",-0.0997733,0.0145899,0.948208,0.96974,-1.64815,-0.0909769,1.45457,4153.9,1264.75,1.00389
"zeta_raw[46,182]",-0.0497143,0.0153681,0.97472,1.01429,-1.62353,-0.0490739,1.53114,4053.21,1391.68,1.00055
"zeta_raw[46,183]",-0.106011,0.0162079,0.984503,0.977506,-1.79645,-0.119742,1.45285,3700.17,1418.07,1.00519
"zeta_raw[46,184]",-0.0825305,0.0175725,0.968821,0.980597,-1.64339,-0.084572,1.53091,3086.34,1302.08,0.999836
"zeta_raw[46,185]",-0.207819,0.0152031,0.999249,1.02131,-1.83315,-0.222343,1.41227,4614.65,1443.76,1.00188
"zeta_raw[46,186]",-0.242745,0.014517,0.941967,0.946927,-1.80511,-0.237154,1.30158,4249.83,1506.31,1.00161
"zeta_raw[46,187]",-0.223427,0.0168874,0.976865,0.960614,-1.86284,-0.231584,1.37205,3436.98,1366.65,1.00374
"zeta_raw[46,188]",-0.239831,0.0169691,0.991861,0.995106,-1.82454,-0.25079,1.39167,3420.87,1355.32,1.00123
"zeta_raw[46,189]",-0.237518,0.0134866,0.962795,0.977362,-1.82458,-0.243534,1.354,5324.55,1488.67,0.999457
"zeta_raw[46,190]",-0.212003,0.0154272,0.947101,0.970969,-1.76488,-0.234305,1.34768,3759.61,1404.72,1.00038
"zeta_raw[46,191]",-0.249846,0.0157681,0.936489,0.915652,-1.8427,-0.244957,1.29792,3539.21,1291.46,1.00203
"zeta_raw[46,192]",-0.0528946,0.0160792,1.00476,0.982554,-1.70521,-0.0514686,1.64488,3982.37,1423.82,0.9997
"zeta_raw[46,193]",-0.0796181,0.0168152,0.997554,1.01556,-1.72243,-0.0674102,1.55505,3728.13,1336.89,1.00042
"zeta_raw[46,194]",-0.0840394,0.0176595,0.985938,0.966074,-1.73094,-0.0938915,1.53646,3210.49,1267.03,1.00022
"zeta_raw[46,195]",-0.0588487,0.0166597,0.995386,1.00097,-1.70045,-0.0547865,1.58038,3644.67,1417.09,1.00255
"zeta_raw[46,196]",-0.0517535,0.0155301,0.944372,0.913757,-1.65228,-0.0328381,1.5363,3734.43,1386.56,0.999921
"zeta_raw[46,197]",-0.308131,0.0166841,1.0326,1.00143,-1.9913,-0.311436,1.39812,3836.18,1411.17,1.00244
"zeta_raw[46,198]",-0.295112,0.0158822,0.958386,0.978988,-1.82616,-0.284991,1.30789,3732.42,1497.02,1.00338
"zeta_raw[46,199]",-0.312355,0.0150862,0.958424,0.967191,-1.92467,-0.305787,1.25514,3975.04,1628.31,1.00074
"zeta_raw[46,200]",-0.345346,0.0166188,0.971403,1.01247,-1.93332,-0.335637,1.28411,3513.78,1210.0,1.00135
"zeta_raw[46,201]",-0.196169,0.0152571,0.988803,0.970513,-1.85775,-0.191476,1.42723,4190.38,1235.61,1.00135
"zeta_raw[46,202]",-0.206413,0.0164597,0.956668,0.974112,-1.78179,-0.211273,1.3472,3397.69,1434.85,1.00056
"zeta_raw[46,203]",-0.232372,0.0169097,0.995107,1.01288,-1.86516,-0.25714,1.41535,3505.41,1465.57,0.999961
"zeta_raw[46,204]",-0.1315,0.0176883,0.956838,0.899758,-1.70078,-0.118875,1.47121,2918.14,1471.32,1.00281
"zeta_raw[46,205]",0.0136023,0.0168683,0.988825,0.956768,-1.60798,0.0173935,1.6616,3455.25,1180.49,1.002
"zeta_raw[46,206]",-0.0140941,0.0163043,1.01363,1.04151,-1.70911,-0.0253741,1.65313,4024.28,1642.47,1.00056
"zeta_raw[46,207]",-0.0134742,0.014262,0.938558,0.900301,-1.57898,-0.00603093,1.51634,4344.01,1626.54,1.00393
"zeta_raw[46,208]",-0.0230471,0.0155962,0.947871,0.966341,-1.60897,0.00495745,1.49594,3711.26,1688.0,0.999835
"zeta_raw[46,209]",0.0126863,0.0167938,0.974326,0.974977,-1.56647,0.00503276,1.62911,3378.47,1405.11,0.999767
"zeta_raw[46,210]",-0.0229635,0.0163314,0.99629,1.01354,-1.61757,-0.0423022,1.59644,3823.74,1371.73,0.999979
"zeta_raw[46,211]",0.159424,0.0153814,0.971241,1.03522,-1.4015,0.142738,1.75482,4003.29,1539.6,0.999846
"zeta_raw[46,212]",0.157261,0.0169406,0.987707,1.01923,-1.48535,0.156069,1.71552,3506.0,1250.73,0.999946
"zeta_raw[46,213]",0.1775,0.0156425,0.964367,0.998983,-1.33328,0.176448,1.79023,4003.43,1131.91,1.00122
"zeta_raw[46,214]",0.150734,0.016002,0.936827,0.934189,-1.38226,0.155622,1.68471,3433.85,1425.45,0.999803
"zeta_raw[46,215]",0.174538,0.0170136,0.929781,0.906631,-1.35448,0.167409,1.73075,3162.24,1319.61,0.99985
"zeta_raw[46,216]",0.17343,0.0149486,0.96545,0.97832,-1.39726,0.172181,1.74962,4093.66,1347.65,1.00108
"zeta_raw[46,217]",0.460308,0.013822,0.916337,0.947876,-1.07878,0.456866,1.92539,4421.49,1507.26,1.00043
"zeta_raw[46,218]",0.49291,0.0154062,0.924543,0.943826,-1.01691,0.512921,2.008,3652.47,1557.44,0.999964
"zeta_raw[46,219]",0.509411,0.017102,0.959681,0.915318,-1.05194,0.486662,2.14516,3216.08,1303.1,0.999397
"zeta_raw[46,220]",0.667508,0.0134838,0.857493,0.866995,-0.75327,0.656632,2.10549,4273.22,1508.08,0.999697
"zeta_raw[46,221]",0.580969,0.0141173,0.858612,0.847721,-0.800365,0.5677,2.0381,3872.38,1269.95,1.00143
"zeta_raw[46,222]",0.741819,0.0147272,0.79215,0.771469,-0.544522,0.734641,2.05758,2968.38,1271.05,1.00013
"zeta_raw[46,223]",1.40272,0.0146903,0.755597,0.767761,0.199252,1.38956,2.655,2703.15,1530.38,1.00115
"zeta_raw[46,224]",0.727132,0.0126138,0.684276,0.683,-0.382459,0.719978,1.87215,2975.88,1396.78,1.0022
"zeta_raw[46,225]",0.553572,0.0142241,0.662302,0.673101,-0.53121,0.544529,1.61725,2329.44,1520.0,1.00111
"zeta_raw[46,226]",0.00112462,0.0121729,0.658958,0.642499,-1.07494,0.0198415,1.06145,2989.57,1413.7,1.00036
"zeta_raw[46,227]",-0.477786,0.0126728,0.672873,0.658036,-1.58937,-0.481211,0.63252,2808.4,1392.18,1.00024
"zeta_raw[46,228]",-0.661341,0.0125213,0.692033,0.667501,-1.85179,-0.639676,0.481611,3101.67,1413.63,1.00059
"zeta_raw[46,229]",-0.16654,0.0127778,0.728361,0.698404,-1.38241,-0.165199,1.03071,3261.4,1604.15,1.00008
"zeta_raw[46,230]",-0.851656,0.0143275,0.794533,0.75792,-2.21074,-0.83003,0.439505,3048.97,1384.48,1.00059
"zeta_raw[46,231]",-0.49009,0.0140706,0.842302,0.84294,-1.89837,-0.492781,0.92642,3614.25,1204.05,1.00026
"zeta_raw[46,232]",-0.378159,0.0149455,0.935242,0.923843,-1.90528,-0.384597,1.15015,3948.63,1444.02,1.00097
"zeta_raw[46,233]",-0.398159,0.0166286,0.957948,0.976692,-1.96769,-0.415021,1.18014,3296.11,1522.53,1.00056
"zeta_raw[46,234]",-0.38478,0.0160647,0.934903,0.916702,-1.88025,-0.413618,1.15844,3399.16,1393.46,1.00269
"zeta_raw[46,235]",-0.438219,0.0163771,0.946917,0.908082,-2.00923,-0.450872,1.14033,3354.63,1519.41,0.999726
"zeta_raw[46,236]",-0.392505,0.0162691,0.981107,0.978915,-1.97645,-0.382971,1.18759,3698.17,1383.12,1.00278
"zeta_raw[46,237]",-0.462639,0.0158962,0.981494,0.929305,-2.08566,-0.476853,1.16553,3836.84,1314.41,0.999392
"zeta_raw[46,238]",-0.480158,0.0163451,0.962436,0.976463,-2.02085,-0.474963,1.04827,3575.53,1345.2,0.999374
"zeta_raw[46,239]",-0.187885,0.0190512,0.985946,1.00415,-1.82883,-0.187066,1.40301,2783.03,1493.3,0.999445
"zeta_raw[46,240]",-0.194286,0.0155062,1.01942,1.02197,-1.83757,-0.204022,1.45449,4213.23,1394.99,0.999366
"zeta_raw[46,241]",-0.157753,0.0142476,1.01786,1.02417,-1.8544,-0.128397,1.47357,5442.64,1321.23,1.00096
"zeta_raw[46,242]",-0.194248,0.0167373,1.01235,0.997928,-1.90671,-0.18115,1.48656,3620.83,1486.04,1.00171
